scheme,instance,method,alpha,status,objective,f_true,feasible,u_at_xstar,covered_at_xstar,slack,x0,x1,x2,x3,x4
paper,0,cmicl,0.1,optimal,4.209012366129139,50.173786257245474,1,6.106226635438361e-16,0,0.17378625724547447,1079.1789873063547,1438.9053164084728,1298.3636627239348,1.451026901419551,14.510269014195508
paper,0,nominal,0.1,optimal,3.6388825047738727,46.510224169522914,0,4.357692106571161,1,14.979450983302037,876.1977151390574,1168.26362018541,997.18,1.0877086996383776,10.877086996383781
paper,1,cmicl,0.1,optimal,61.230066879435356,50.185572288838635,1,0.11380203752242907,1,0.1855722888386495,953.796060024565,1191.3509385258326,997.18,1.8134712852486599,18.1347128524866
paper,1,nominal,0.1,optimal,57.96488165758699,46.51022416952299,0,4.357692106571159,1,14.979450983302101,876.1977151390577,1168.2636201854102,997.18,1.0877086996383778,10.877086996383781
paper,2,cmicl,0.1,optimal,47.31098013854585,51.87176772893621,1,0.49376189339010307,1,1.8717677289361703,959.1808363481339,1278.907781797512,997.18,1.847727533539271,18.47727533539271
paper,2,nominal,0.1,optimal,45.79824471733326,46.51022416952297,0,4.357692106571161,1,14.97945098330208,876.1977151390577,1168.2636201854102,997.18,1.087708699638378,10.877086996383781
paper,3,cmicl,0.1,optimal,27.95948556892824,47.52919045864763,0,3.2751579226442118e-15,0,-2.4708095413523665,1341.1377786195621,949.3168502764516,1219.21616238142,1.1198190998486204,11.198190998486204
paper,3,nominal,0.1,optimal,22.585163842609777,47.168500977243,0,1.3545413583314592,1,4.804880132014908,1482.932,762.9979954463133,1348.12,1.2435744865332556,12.435744865332559
paper,4,cmicl,0.1,optimal,6.076331698628154,52.2880401064982,1,1.782803712878817,1,2.288040106498208,1096.898,1462.5306666666665,997.18,0.5,44.5435350353619
paper,4,nominal,0.1,optimal,6.008127072618946,48.28820057865848,0,1.602757607920741,1,1.231156287002527,1096.8980000000001,1462.5306666666668,997.18,0.5,37.15473231921973
fixed_ones,0,cmicl,0.1,optimal,3149.9630016288784,49.74524745227862,0,-2.1149748619109232e-14,0,-0.2547525477213739,1081.0322693102346,1037.5428992424515,997.18,1.3871292118793617,32.82070386431292
fixed_ones,0,nominal,0.1,optimal,2935.8423304048792,46.3925661204605,0,2.3650723594347345,1,6.807428662606277,1096.898,830.0501014510347,997.18,1.064929904894969,10.649299048949693
